customer_id,age,gender,region,employment_type,annual_income,account_tenure_years,avg_monthly_balance,monthly_salary_credit,monthly_spend,credit_card,credit_utilization_pct,overdraft_usage,overdraft_frequency,missed_payments,digital_logins_per_month,branch_visits_per_year,customer_support_calls,complaints_raised,satisfaction_score,churn_risk
CUST_0131,54,Male,Urban,Self-Employed,674520,21,65116,22955,50159,Yes,84.72868254091142,No,1,0,14,4,3,No,2,High
CUST_0132,64,Female,Semi-Urban,Salaried,353679,15,70623,83716,73614,Yes,57.52823190161441,Yes,3,0,21,5,2,Yes,6,High
CUST_0133,31,Female,Urban,Salaried,558346,8,128564,58198,71048,Yes,32.83422029526827,No,1,0,15,5,2,No,9,Low
CUST_0134,20,Female,Urban,Salaried,626603,9,92388,47127,48243,Yes,44.744859990226686,No,3,0,18,5,3,No,8,High
CUST_0135,18,Male,Rural,Self-Employed,888292,23,175034,47189,60442,No,46.584584815942954,Yes,1,0,19,4,2,No,6,Low
CUST_0136,22,Male,Urban,Self-Employed,876515,17,70961,58191,34383,Yes,26.79024216895725,No,1,1,14,2,1,No,6,Low
CUST_0137,43,Male,Rural,Self-Employed,1319501,16,115436,81472,72587,No,22.185295045559336,Yes,1,0,25,4,6,No,8,Low
CUST_0138,31,Female,Urban,Self-Employed,607535,17,214718,30635,53054,No,62.534747345237484,No,1,0,17,3,2,No,9,Low
CUST_0139,56,Male,Semi-Urban,Salaried,322134,6,147346,58086,48101,Yes,66.1318324260524,No,2,0,21,10,2,No,8,Low
CUST_0140,44,Female,Semi-Urban,Salaried,445057,3,115196,68755,45956,No,60.09453673882396,Yes,0,0,25,2,1,Yes,1,Medium
CUST_0141,26,Female,Semi-Urban,Self-Employed,841941,4,71844,37028,53427,Yes,82.88295235809505,No,0,0,15,8,0,No,2,High
CUST_0142,32,Male,Urban,Salaried,594962,22,69341,123899,43803,Yes,31.45566909970995,Yes,3,1,17,1,2,No,6,High
CUST_0143,32,Female,Urban,Salaried,747797,15,51950,44395,71453,Yes,86.85676915177825,No,4,0,17,1,2,No,8,High
CUST_0144,43,Male,Urban,Salaried,691088,2,76719,49916,45117,Yes,22.47697203614618,No,1,0,18,5,2,No,4,Medium
CUST_0145,59,Male,Urban,Salaried,1196583,17,180453,40650,94824,Yes,19.68286091578768,No,0,0,22,5,2,No,4,Medium
CUST_0146,30,Female,Semi-Urban,Salaried,644562,22,102248,123954,91630,Yes,1.0010279462687421,No,3,0,13,2,1,Yes,2,High
CUST_0147,49,Female,Rural,Self-Employed,717930,20,12018,86587,32711,Yes,33.85511715432958,No,0,0,22,5,7,No,10,Low
CUST_0148,56,Female,Rural,Salaried,1101049,13,261453,41902,56742,Yes,32.40694157926366,No,0,0,21,8,4,No,1,Medium
CUST_0149,49,Male,Semi-Urban,Salaried,652256,14,145597,103186,38733,No,58.148432006366264,No,1,1,14,8,3,Yes,10,Low
CUST_0150,21,Male,Semi-Urban,Salaried,998124,16,7444,76020,46833,Yes,51.097273540511274,Yes,1,0,11,5,4,No,9,Low
CUST_0151,47,Female,Semi-Urban,Self-Employed,966019,0,84652,77717,105060,No,15.17566572452158,No,3,0,14,3,2,No,7,High
CUST_0152,54,Female,Urban,Salaried,899618,24,128870,59665,47310,Yes,35.18184403935456,Yes,0,0,18,5,2,No,9,Low
CUST_0153,40,Female,Rural,Self-Employed,452961,20,256367,47517,64005,No,35.713449472807866,Yes,2,0,21,3,0,No,2,Medium
CUST_0154,56,Male,Semi-Urban,Self-Employed,1280420,16,31351,80132,68533,Yes,0.6004438259526808,No,1,0,21,5,5,Yes,10,Low
CUST_0155,62,Female,Semi-Urban,Salaried,1627239,22,198083,53647,29984,No,20.476331824665763,No,2,0,20,4,1,No,5,Low
CUST_0156,32,Male,Urban,Student,853089,24,231958,124502,33622,Yes,25.729659234647766,No,0,0,17,2,3,No,2,Medium
CUST_0157,60,Male,Urban,Student,483775,10,69707,31921,24849,No,80.84062549552365,No,1,0,27,10,3,No,10,High
CUST_0158,46,Female,Urban,Self-Employed,860185,16,97798,116084,32850,Yes,49.786267898933815,No,2,0,25,3,1,No,7,Low
CUST_0159,53,Male,Rural,Self-Employed,1196451,13,37095,66660,5000,Yes,61.55421884868749,No,1,0,15,3,0,No,9,Low
CUST_0160,30,Female,Semi-Urban,Salaried,634684,19,103723,78972,68614,No,7.534112571269702,Yes,0,2,20,6,1,No,3,High
CUST_0161,49,Male,Urban,Salaried,804885,18,117072,94994,106354,Yes,74.8553620753498,No,3,3,20,5,0,No,1,High
CUST_0162,24,Male,Rural,Salaried,969228,20,172771,51092,58695,Yes,77.52755157560232,No,0,0,18,7,2,No,4,High
CUST_0163,39,Female,Urban,Salaried,1271066,6,207214,95927,19593,Yes,0.0,No,0,0,19,4,0,No,4,Medium
CUST_0164,45,Female,Urban,Student,1121398,23,60152,0,38930,No,27.367081902103795,No,2,2,16,5,0,No,6,High
CUST_0165,19,Female,Urban,Salaried,1135903,12,0,48400,43528,No,57.394139325387755,No,0,1,11,3,3,No,5,Low
CUST_0166,59,Female,Semi-Urban,Self-Employed,700806,17,118300,42278,29560,Yes,61.10971133845456,No,0,0,29,2,2,Yes,5,Low
CUST_0167,62,Female,Rural,Self-Employed,990671,22,143483,32394,76504,No,28.037631737819456,No,1,0,19,2,2,No,9,Low
CUST_0168,23,Female,Urban,Self-Employed,597312,13,139953,63551,75256,Yes,37.362513423658676,No,5,0,21,4,2,No,1,High
CUST_0169,45,Female,Rural,Student,1145934,0,93866,81572,26113,Yes,30.065473473871428,No,1,0,15,5,3,No,8,Low
CUST_0170,45,Male,Urban,Salaried,1252926,6,129980,91079,73127,No,47.76045117365299,Yes,0,2,15,5,1,No,8,High
CUST_0171,61,Female,Rural,Salaried,1043677,7,241235,77226,93170,No,74.92946328654781,Yes,0,0,23,6,2,No,8,High
CUST_0172,61,Male,Semi-Urban,Salaried,721406,17,150538,50029,102563,No,25.723946071469886,Yes,1,1,10,7,0,No,3,Medium
CUST_0173,37,Other,Rural,Salaried,778695,8,90130,81070,126630,Yes,70.02051244421035,No,0,0,15,6,0,No,10,High
CUST_0174,47,Female,Urban,Salaried,1482280,0,79984,73728,32450,Yes,25.45819819132781,No,2,1,22,2,5,No,8,Low
CUST_0175,28,Male,Rural,Salaried,727251,21,106411,98081,125605,Yes,23.809319687577894,No,1,0,22,1,2,No,2,Medium
CUST_0176,45,Female,Semi-Urban,Self-Employed,1217497,16,250939,93308,46144,Yes,65.46486545858033,Yes,0,0,18,5,1,No,8,Low
CUST_0177,42,Female,Urban,Salaried,968612,18,105335,70914,40188,Yes,68.04840945019042,No,1,1,20,6,1,No,8,Low
CUST_0178,56,Male,Rural,Salaried,733052,5,118416,43082,63176,No,66.28524841906636,No,4,1,25,4,0,No,3,High
CUST_0179,50,Female,Urban,Self-Employed,379372,2,81414,50411,40448,No,12.105064794546472,No,0,2,18,6,2,No,4,High
CUST_0180,18,Female,Rural,Salaried,924060,23,207918,53506,64976,Yes,33.35122554819873,No,1,0,11,7,1,No,9,Low
CUST_0181,44,Male,Urban,Salaried,881885,4,276786,60542,21998,Yes,65.57471480008303,No,0,0,14,2,1,No,9,Low
CUST_0182,30,Female,Semi-Urban,Self-Employed,1482287,1,156049,78041,49031,No,46.03854601409736,Yes,0,0,15,5,4,No,10,Low
CUST_0183,58,Male,Semi-Urban,Self-Employed,548932,19,126621,91455,87139,Yes,18.157678845063394,Yes,1,1,17,2,2,No,9,Low
CUST_0184,20,Female,Urban,Self-Employed,1653169,24,122942,68466,53573,No,56.457948478136046,Yes,0,0,15,6,1,Yes,10,Low
CUST_0185,56,Other,Urban,Salaried,982583,3,0,70483,58539,Yes,27.12981852521324,No,2,1,20,7,1,No,6,Low
CUST_0186,23,Female,Urban,Self-Employed,982240,9,179612,74299,66881,Yes,89.8631212098053,Yes,1,1,16,4,1,No,1,High
CUST_0187,25,Male,Urban,Self-Employed,642424,9,130733,54522,84266,No,83.62103656045646,No,0,1,17,5,3,No,8,High
CUST_0188,44,Female,Urban,Salaried,960147,23,154267,42238,13619,Yes,60.102435658889185,No,0,0,17,4,3,No,9,Low
CUST_0189,26,Female,Semi-Urban,Self-Employed,1015567,20,63083,17336,69613,Yes,79.02516761924434,No,2,1,8,4,0,No,8,High
CUST_0190,54,Male,Urban,Self-Employed,1178064,10,89243,49145,48296,Yes,46.619783753084526,No,2,0,16,2,2,No,1,Medium
CUST_0191,50,Female,Urban,Salaried,507587,15,87118,84194,59165,No,64.13593735937539,Yes,1,0,24,4,2,No,6,Low
CUST_0192,59,Male,Semi-Urban,Salaried,1342373,16,201729,48912,81498,No,81.94300738255188,No,0,2,16,8,1,Yes,9,High
CUST_0193,61,Female,Urban,Student,976495,15,89699,62865,25145,Yes,51.137467044857814,No,3,0,26,2,1,No,9,High
CUST_0194,41,Male,Rural,Self-Employed,1062880,6,286612,83992,29683,Yes,38.620320712142906,Yes,2,2,18,1,0,No,7,High
CUST_0195,32,Male,Rural,Salaried,772670,15,154468,85620,6614,No,2.3844510455721064,No,2,0,14,7,0,No,7,Low
CUST_0196,49,Male,Semi-Urban,Self-Employed,525150,2,17945,37614,41271,Yes,42.92166185696265,No,3,1,21,2,2,No,4,High
CUST_0197,49,Female,Semi-Urban,Salaried,875453,15,109716,99911,88260,No,65.58557961405779,No,2,1,9,2,3,No,7,Low
CUST_0198,41,Male,Rural,Salaried,915553,7,67865,103820,51985,Yes,68.64083568919074,No,2,0,20,3,1,No,10,Low
CUST_0199,58,Female,Urban,Salaried,365100,11,0,36104,21496,Yes,57.60912664296025,No,3,0,16,5,2,No,5,High
CUST_0200,29,Male,Urban,Student,1127649,2,247957,45284,42858,No,31.467522625944007,No,1,0,18,4,2,No,10,Low
CUST_0201,56,Male,Urban,Student,1198783,16,176251,105732,17803,Yes,0.0,Yes,2,0,9,5,2,No,5,Low
